,LicenseNumber,Phone,BusinessName,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,FullAddr,Lat,Long,geometry,Unnamed: 0,Name,City
61,20986450.0,(513) 585-3902,THE CHRIST HOSPITAL APOTHECARY,2139 AUBURN AVE. SUITE 1005,CINCINNATI,OH,45219,Hamilton,"2139 AUBURN AVE. SUITE 1005, CINCINNATI, OH",39.12083875,-84.51111281517441,POINT (-84.51111281517441 39.12083875),,,
62,21047300.0,(513) 686-5060,THE JEWISH HOSPITAL,4777 E. GALBRAITH ROAD,CINCINNATI,OH,45236,Hamilton,"4777 E. GALBRAITH ROAD, CINCINNATI, OH",39.212325899999996,-84.4709307,POINT (-84.4709307 39.2123259),,,
63,20145300.0,(877) 403-4229,TRIHEALTH PHARMACY SOLUTIONS,4623 Wesley Ave Ste N,Cincinnati,OH,45212-2272,Hamilton,"4623 Wesley Ave Ste N, Cincinnati, OH",39.10579370000001,-84.5246879,POINT (-84.5246879 39.10579370000001),,,
64,20994650.0,(440) 935-3959,UC - MEDICAL CENTER - HOLMES DIVISION PHARMACY,"EDEN & ALBERT SABIN WAY, ML #443",CINCINNATI,OH,45219,Hamilton,"EDEN & ALBERT SABIN WAY, ML #443, CINCINNATI, OH",39.14031985,-84.5047431453919,POINT (-84.5047431453919 39.14031985),,,
65,21450350.0,(513) 584-8807,UC - MEDICAL CENTER - HOXWORTH PHARMACY,"3130 HIGHLAND AVE., RM G200",CINCINNATI,OH,45219,Hamilton,"3130 HIGHLAND AVE., RM G200, CINCINNATI, OH",39.1670490559603,-84.42987426221009,POINT (-84.42987426221009 39.1670490559603),,,
66,20988250.0,(513) 584-8802,UNIV OF CINCINNATI MEDICAL CENTER - IN-PATIENT PHARMACY,"234 GOODMAN ST., ML 0740",CINCINNATI,OH,45219,Hamilton,"234 GOODMAN ST., ML 0740, CINCINNATI, OH",39.1379036,-84.50339364064979,POINT (-84.50339364064979 39.1379036),,,
67,20640750.0,(479) 204-2258,WAL-MART PHARMACY 10-1521,8451 COLERAIN AVENUE,CINCINNATI,OH,45251,Hamilton,"8451 COLERAIN AVENUE, CINCINNATI, OH",39.166880600000006,-84.55355390000001,POINT (-84.55355390000001 39.16688060000001),,,
68,20811550.0,(479) 204-2258,WAL-MART PHARMACY 10-2250,4000 REDBANK RD.,CINCINNATI,OH,45227,Hamilton,"4000 REDBANK RD., CINCINNATI, OH",39.1492202,-84.4022832,POINT (-84.4022832 39.1492202),,,
69,20966600.0,(479) 204-2258,WAL-MART PHARMACY 10-2447,2322 FERGUSON ROAD,CINCINNATI,OH,45238,Hamilton,"2322 FERGUSON ROAD, CINCINNATI, OH",39.12822070000001,-84.5971789528678,POINT (-84.59717895286779 39.12822070000001),,,
70,21816750.0,(479) 204-2258,WAL-MART PHARMACY 10-4609,10240 COLERAIN AVENUE,CINCINNATI,OH,45251,Hamilton,"10240 COLERAIN AVENUE, CINCINNATI, OH",39.166880600000006,-84.55355390000001,POINT (-84.55355390000001 39.16688060000001),,,
71,20132900.0,(847) 527-4251,WALGREENS #00274,3822 PAXTON AVE,CINCINNATI,OH,45209,Hamilton,"3822 PAXTON AVE, CINCINNATI, OH",39.1456194169964,-84.4306499660038,POINT (-84.4306499660038 39.1456194169964),,,
72,20497500.0,8475274251,WALGREENS #01502,6204 MONTGOMERY,CINCINNATI,OH,45213,Hamilton,"6204 MONTGOMERY, CINCINNATI, OH",39.1836120943783,-84.42433403718559,POINT (-84.42433403718559 39.1836120943783),,,
73,20186050.0,(847) 527-4251,WALGREENS #02136,4090 E GALBRAITH ROAD,DEER PARK,OH,45236,Hamilton,"4090 E GALBRAITH ROAD, DEER PARK, OH",39.208565232859,-84.3994490271674,POINT (-84.39944902716741 39.208565232859),,,
74,20126900.0,8475274251,WALGREENS #03807,5508 BRIDGETOWN ROAD,CINCINNATI,OH,45248,Hamilton,"5508 BRIDGETOWN ROAD, CINCINNATI, OH",39.158390326441996,-84.63259307898959,POINT (-84.63259307898959 39.158390326442),,,
75,20961000.0,(847) 527-4251,WALGREENS #03864,719 OHIO PIKE,CINCINNATI,OH,45245,Hamilton,"719 OHIO PIKE, CINCINNATI, OH",39.1210659,-84.41856329999999,POINT (-84.41856329999999 39.1210659),,,
76,20090650.0,(847) 527-4251,WALGREENS #04245,5403 N. BEND ROAD,CINCINNATI,OH,45247,Hamilton,"5403 N. BEND ROAD, CINCINNATI, OH",39.203649,-84.56188,POINT (-84.56188 39.203649),,,
77,21014700.0,(513) 347-3359,WALGREENS #04246,2320 BOUDINOT AVENUE,CINCINNATI,OH,452383417,Hamilton,"2320 BOUDINOT AVENUE, CINCINNATI, OH",39.129327532392296,-84.6052695146078,POINT (-84.6052695146078 39.1293275323923),,,
78,20125300.0,(847) 527-4251,WALGREENS #04522,9775 COLERAIN AVENUE,CINCINNATI,OH,45251,Hamilton,"9775 COLERAIN AVENUE, CINCINNATI, OH",39.166880600000006,-84.55355390000001,POINT (-84.55355390000001 39.16688060000001),,,
79,20338700.0,8475274251,WALGREENS #05632,9 WEST MITCHELL AVENUE,CINCINNATI,OH,452171525,Hamilton,"9 WEST MITCHELL AVENUE, CINCINNATI, OH",39.161678,-84.50725899999999,POINT (-84.50725899999999 39.161678),,,
80,20169250.0,(847) 527-4251,WALGREENS #05716,1776 SEYMOUR,CINCINNATI,OH,45237,Hamilton,"1776 SEYMOUR, CINCINNATI, OH",39.1898176735698,-84.463984724391,POINT (-84.463984724391 39.1898176735698),,,
81,21340750.0,8475274251,WALGREENS #06787,3084 W. GALBRAITH ROAD,CINCINNATI,OH,45239-4282,Hamilton,"3084 W. GALBRAITH ROAD, CINCINNATI, OH",39.2132492,-84.4767671,POINT (-84.4767671 39.2132492),,,
82,21355900.0,(513) 931-4707,WALGREENS #07045,7864 HAMILTON AVENUE,MOUNT HEALTHY,OH,452313160,Hamilton,"7864 HAMILTON AVENUE, MOUNT HEALTHY, OH",39.2364128294295,-84.5479625842872,POINT (-84.54796258428721 39.2364128294295),,,
83,21402800.0,(847) 527-4251,WALGREENS #07053,601 RACE STREET,CINCINNATI,OH,452022322,Hamilton,"601 RACE STREET, CINCINNATI, OH",39.1029319897959,-84.51501421428571,POINT (-84.51501421428571 39.1029319897959),,,
84,20529900.0,(847) 527-4251,WALGREENS #07181,4241 GLENWAY AVENUE,CINCINNATI,OH,45205,Hamilton,"4241 GLENWAY AVENUE, CINCINNATI, OH",39.114297363636396,-84.58324288636359,POINT (-84.58324288636359 39.1142973636364),,,
85,20461650.0,(847) 527-4251,WALGREENS #07182,3186 HARRISON AVENUE,CINCINNATI,OH,452115641,Hamilton,"3186 HARRISON AVENUE, CINCINNATI, OH",39.153306,-84.602519,POINT (-84.602519 39.153306),,,
86,20468100.0,(847) 527-4251,WALGREENS #07435,4605 MONTGOMERY RD,NORWOOD,OH,452122607,Hamilton,"4605 MONTGOMERY RD, NORWOOD, OH",39.170096,-84.44869200000001,POINT (-84.44869200000001 39.170096),,,
87,20493450.0,(847) 527-4251,WALGREENS #07877,7398 WOOSTER PIKE,CINCINNATI,OH,452273834,Hamilton,"7398 WOOSTER PIKE, CINCINNATI, OH",39.11952,-84.41348590000001,POINT (-84.41348590000001 39.11952),,,
88,21413800.0,(847) 527-4251,WALGREENS #07900,2203 BEECHMONT AVE,CINCINNATI,OH,45230-1518,Hamilton,"2203 BEECHMONT AVE, CINCINNATI, OH",39.0955617959184,-84.38706076530609,POINT (-84.38706076530609 39.0955617959184),,,
89,20085700.0,(847) 527-4251,WALGREENS #09775,406 MAIN STREET,CINCINNATI,OH,45202-0001,Hamilton,"406 MAIN STREET, CINCINNATI, OH",39.1006212653061,-84.5093970816327,POINT (-84.5093970816327 39.1006212653061),,,
90,20527200.0,(847) 527-4251,WALGREENS #10493,398 ANDERSON FERRY ROAD,CINCINNATI,OH,45238-5695,Hamilton,"398 ANDERSON FERRY ROAD, CINCINNATI, OH",39.091885999999995,-84.618317,POINT (-84.618317 39.091886),,,
91,20789400.0,8475274251,WALGREENS #11269,8210 WINTON ROAD,CINCINNATI,OH,452315903,Hamilton,"8210 WINTON ROAD, CINCINNATI, OH",39.17960720000001,-84.5197474,POINT (-84.5197474 39.17960720000001),,,
92,20112900.0,(847) 527-4251,WALGREENS #11630,6918 HAMILTON AVE,CINCINNATI,OH,45231,Hamilton,"6918 HAMILTON AVE, CINCINNATI, OH",39.16393529999999,-84.5402503,POINT (-84.5402503 39.16393529999999),,,
93,20106100.0,(847) 527-4251,WALGREENS #12830,3 W. CORRY STREET,CINCINNATI,OH,45219,Hamilton,"3 W. CORRY STREET, CINCINNATI, OH",39.1291941666667,-84.5098115,POINT (-84.5098115 39.1291941666667),,,
94,20592250.0,(847) 527-4251,WALGREENS #12831,7135 BEECHMONT AVE.,CINCINNATI,OH,45230,Hamilton,"7135 BEECHMONT AVE., CINCINNATI, OH",39.0737951961504,-84.3624587942255,POINT (-84.3624587942255 39.0737951961504),,,
95,21074700.0,(847) 527-4251,WALGREENS #4731,6901 MIAMI AVENUE,MADEIRA,OH,45243,Hamilton,"6901 MIAMI AVENUE, MADEIRA, OH",39.188187744898,-84.3632058673469,POINT (-84.36320586734691 39.188187744898),,,
96,,,,,,,,,1601 MONMOUTH ST,39.084054038432704,-84.484237415156,POINT (-84.484237415156 39.0840540384327),0.0,Walgreens,NEWPORT
97,,,,,,,,,160 PAVILION PKWY,39.088085,-84.47789300000001,POINT (-84.47789300000001 39.088085),1.0,CVS Pharmacy,NEWPORT
98,,,,,,,,,1220 MADISON AVE,39.07739391836729,-84.5084347346939,POINT (-84.50843473469391 39.07739391836729),2.0,Walgreens,COVINGTON
99,,,,,,,,,2001 MADISON AVE.,39.0664765,-84.50645475,POINT (-84.50645475 39.0664765),3.0,CVS Pharmacy,COVINGTON
100,,,,,,,,,606 BUTTERMILK PIKE,39.052425158496,-84.5777814377942,POINT (-84.5777814377942 39.052425158496),4.0,Walgreens,CRESCENT SPRINGS
101,,,,,,,,,2840 ALEXANDRIA PIKE,39.053521999999994,-84.4487,POINT (-84.4487 39.05352199999999),5.0,Walgreens,HIGHLAND HEIGHTS
